new york aquarium,aquarium
new york university,university
"chelsea hotel,central park","lodging,park"
new york fire museum,museum
new york university,university
new york aquarium,aquarium
new york university,university
new york university,university
"federal hall,statue of liberty,ground zero","museum,establishment,establishment"
statue of liberty,establishment
new york aquarium,aquarium
"new york marble cemetery,st patricks cathedral,rockefeller center,merchants house museum,herald square","cemetery,church,establishment,museum,town_square"
new york university,university
new york aquarium,aquarium
"metropolitan museum of art,new york university","art_gallery,university"
"lincoln center,brooklyn bridge,riverside park","establishment,establishment,park"
"union sq,staten island ferry,grace church,st pauls chapel,merchants house museum","political,route,church,church,museum"
east river park,park
new york university,university
"st patricks cathedral,herald square","church,town_square"
"st patricks old cathedral,solomon r guggenheim museum","church,museum"
new york university,university
"childrens museum of manhattan,grand central terminal,eldridge st synagogue,rockefeller center,radio city music hall,empire state building,washington sq park","museum,transit_station,museum,establishment,establishment,museum,park"
st patricks cathedral,church
"radio city music hall,childrens museum of manhattan","establishment,museum"
new york university,university
new york university,university
"new york university,empire state building","university,museum"
"rockefeller center,statue of liberty,washington sq park,riverside park","establishment,establishment,park,park"
"american museum of natural history,radio city music hall","museum,establishment"
"empire state building,brooklyn bridge","museum,establishment"
"central park,new york university","park,university"
"empire state building,bryant park","museum,park"
empire state building,museum
"metropolitan museum of art,grace church,new york university","art_gallery,church,university"
st patricks cathedral,church
"empire state building,brooklyn bridge","museum,establishment"
"new york stock exchange,new york university","finance,university"
"east river park,chinatown","park,neighborhood"
"radio city music hall,south st seaport,brooklyn bridge","establishment,route,establishment"
"world trade center site,brooklyn bridge","premise,establishment"
new york university,university
new york aquarium,aquarium
metropolitan museum of art,art_gallery
new york university,university
st patricks cathedral,church
"st patricks cathedral,bryant park","church,park"
metropolitan museum of art,art_gallery
new york aquarium,aquarium
"chinatown,chrysler building,brooklyn bridge","neighborhood,establishment,establishment"
new york university,university
new york aquarium,aquarium
new york aquarium,aquarium
new-york historical society,museum
rockefeller center,establishment
madison sq park,park
st pauls chapel,church
"radio city music hall,rockefeller center,st patricks cathedral,mulberry st","establishment,establishment,church,route"
new york university,university
"st pauls chapel,bowling green","church,park"
"grand central terminal,new york aquarium,new york university,ground zero","transit_station,aquarium,university,establishment"
"new york university,new york fire museum","university,museum"
new york aquarium,aquarium
world trade center site,premise
grand central terminal,transit_station
central park,park
new york university,university
central park,park
st pauls chapel,church
new york marble cemetery,cemetery
chrysler building,establishment
"statue of liberty,empire state building","establishment,museum"
central park,park
yankee stadium,stadium
new york university,university
chelsea hotel,lodging
"lincoln center,grand central terminal,st patricks cathedral,ground zero,rockefeller center,staten island ferry,radio city music hall,united nations,federal hall,washington sq park","establishment,transit_station,church,establishment,establishment,route,establishment,establishment,museum,park"
brooklyn bridge,establishment
"statue of liberty,radio city music hall","establishment,establishment"
"chrysler building,ground zero","establishment,establishment"
"grand central terminal,union sq,chelsea art museum,staten island ferry,statue of liberty,herald square","transit_station,political,art_gallery,route,establishment,town_square"
new york university,university
"american museum of natural history,bryant park,chelsea art museum,statue of liberty,empire state building,childrens museum of manhattan,cathedral of st john the divine,solomon r guggenheim museum","museum,park,art_gallery,establishment,museum,museum,church,museum"
yankee stadium,stadium
herald square,town_square
"rockefeller center,wollman skating rink","establishment,establishment"
"grace church,staten island ferry,herald square","church,route,town_square"
new york university,university
"american museum of natural history,st pauls chapel,dumbo","museum,church,neighborhood"
statue of liberty,establishment
"staten island ferry,ground zero","route,establishment"
new york university,university
ground zero,establishment
new york university,university
"bryant park,grand central terminal,st patricks cathedral,bowling green,metropolitan museum of art,battery park,rockefeller center,statue of liberty,brooklyn bridge,radio city music hall,federal hall,herald square","park,transit_station,church,park,art_gallery,park,establishment,establishment,establishment,establishment,museum,town_square"
"new york aquarium,washington sq park","aquarium,park"
new york university,university
"federal hall,bowling green","museum,park"
"empire state building,lincoln center,brooklyn bridge","museum,establishment,establishment"
empire state building,museum
lincoln center,establishment
american museum of natural history,museum
"tenement museum,bowling green,new york stock exchange,statue of liberty,st pauls chapel","museum,park,finance,establishment,church"
brooklyn bridge,establishment
empire state building,museum
"radio city music hall,new york university","establishment,university"
metropolitan museum of art,art_gallery
new york university,university
new york aquarium,aquarium
"metropolitan museum of art,chelsea art museum","art_gallery,art_gallery"
empire state building,museum
empire state building,museum
new york aquarium,aquarium
"radio city music hall,bryant park","establishment,park"
solomon r guggenheim museum,museum
new york aquarium,aquarium
new york university,university
"new york aquarium,new york university","aquarium,university"
"city hall,st patricks cathedral,rockefeller center,staten island ferry,washington sq park","local_government_office,church,establishment,route,park"
new york university,university
"st patricks cathedral,empire state building","church,museum"
new york university,university
"solomon r guggenheim museum,radio city music hall","museum,establishment"
"rockefeller center,union sq","establishment,political"
empire state building,museum
radio city music hall,establishment
new york aquarium,aquarium
"statue of liberty,central park,brooklyn bridge","establishment,park,establishment"
"staten island ferry,new york aquarium,new york fire museum","route,aquarium,museum"
rockefeller center,establishment
new york university,university
"ellis island,bryant park,central park,madison sq park,studio museum,grand central terminal,st patricks cathedral,metropolitan museum of art,rockefeller center,staten island ferry,south st seaport,empire state building,brooklyn bridge,st pauls chapel","establishment,park,park,park,museum,transit_station,church,art_gallery,establishment,route,route,museum,establishment,church"
new york university,university
new york university,university
brooklyn bridge,establishment
new york aquarium,aquarium
"south st seaport,brooklyn bridge","route,establishment"
st patricks cathedral,church
coney island boardwalk,route
new york aquarium,aquarium
"american museum of natural history,st patricks cathedral,metropolitan museum of art,chelsea art museum,radio city music hall,museum of television and radio","museum,church,art_gallery,art_gallery,establishment,museum"
radio city music hall,establishment
trinity church,church
brooklyn bridge,establishment
"metropolitan museum of art,rockefeller center","art_gallery,establishment"
empire state building,museum
wollman skating rink,establishment
"washington sq park,abingdon sq","park,route"
new york university,university
central park,park
"new york aquarium,brooklyn bridge","aquarium,establishment"
"staten island ferry,statue of liberty,brooklyn bridge","route,establishment,establishment"
"federal hall,bryant park","museum,park"
new york aquarium,aquarium
federal hall,museum
st patricks cathedral,church
"chrysler building,grand central terminal","establishment,transit_station"
"rockefeller center,drawing center","establishment,museum"
new york university,university
american museum of natural history,museum
empire state building,museum
"staten island ferry,union sq,bryant park,wollman skating rink","route,political,park,establishment"
empire state building,museum
"city hall,lincoln center,battery park,the dakota,federal hall,national arts club,washington sq park,federal reserve bank,national museum of the american indian,new york stock exchange,rockefeller center,empire state building,wollman skating rink,american museum of natural history,madison sq park,grand central terminal,st patricks cathedral,bowling green,staten island ferry,radio city music hall,st pauls chapel,south st seaport,united nations,cathedral of st john the divine","local_government_office,establishment,park,establishment,museum,art_gallery,park,establishment,museum,finance,establishment,museum,establishment,museum,park,transit_station,church,park,route,establishment,church,route,establishment,church"
new york public library,library
"central park,moma","park,art_gallery"
"herald square,empire state building,111 front street","town_square,museum,street_address"
rockefeller center,establishment
central park,park
empire state building,museum
empire state building,museum
new york university,university
grace church,church
"staten island ferry,new york university","route,university"
staten island ferry,route
new york aquarium,aquarium
"grand central terminal,st patricks cathedral,chelsea art museum,rockefeller center,radio city music hall,brooklyn bridge","transit_station,church,art_gallery,establishment,establishment,establishment"
"ellis island,central park,st patricks cathedral,chinatown,statue of liberty,new york public library","establishment,park,church,neighborhood,establishment,library"
new york university,university
central park,park
"coney island boardwalk,central park,staten island ferry","route,park,route"
new york university,university
"rockefeller center,grand central terminal,moma","establishment,transit_station,art_gallery"
"city hall,chelsea art museum,new york university","local_government_office,art_gallery,university"
new york university,university
"rockefeller center,grand central terminal,empire state building","establishment,transit_station,museum"
"whitney museum of american art,solomon r guggenheim museum","museum,museum"
"new york university,new york stock exchange,chrysler building,empire state building","university,finance,establishment,museum"
new york university,university
new york university,university
new york aquarium,aquarium
new york aquarium,aquarium
"chinatown,childrens museum of manhattan","neighborhood,museum"
"american museum of natural history,lincoln center,grand central terminal,tenement museum,metropolitan museum of art,washington mews,flatiron building,washington sq park","museum,establishment,transit_station,museum,art_gallery,route,establishment,park"
"new york university,empire state building","university,museum"
"empire state building,radio city music hall,herald square,bryant park","museum,establishment,town_square,park"
new york aquarium,aquarium
new york university,university
"eldridge st synagogue,central park,empire state building","museum,park,museum"
"empire state building,battery park,grand central terminal,brooklyn bridge","museum,park,transit_station,establishment"
childrens museum of manhattan,museum
colonnade row,museum
bryant park,park
metropolitan museum of art,art_gallery
"st patricks old cathedral,solomon r guggenheim museum","church,museum"
empire state building,museum
"american museum of natural history,new york aquarium,bryant park,grand central terminal,chelsea art museum,rockefeller center,brooklyn bridge,radio city music hall,federal hall","museum,aquarium,park,transit_station,art_gallery,establishment,establishment,establishment,museum"
new york university,university
"staten island ferry,grand central terminal,new york university","route,transit_station,university"
new york university,university
new york university,university
new york aquarium,aquarium
coney island boardwalk,route
"solomon r guggenheim museum,new york university,grand central terminal,st patricks cathedral,rockefeller center,empire state building,brooklyn bridge,herald square,wollman skating rink","museum,university,transit_station,church,establishment,museum,establishment,town_square,establishment"
moma,art_gallery
"federal hall,national museum of the american indian,federal reserve bank,bowling green","museum,museum,establishment,park"
empire state building,museum
radio city music hall,establishment
moma,art_gallery
"empire state building,new museum of contemporary art,metropolitan museum of art,bryant park","museum,museum,art_gallery,park"
new york university,university
new york university,university
"central park,new york public library","park,library"
"rockefeller center,central park","establishment,park"
"new york stock exchange,chinatown,brooklyn bridge","finance,neighborhood,establishment"
new york university,university
central park,park
new york university,university
"central park,chrysler building,statue of liberty,radio city music hall,empire state building","park,establishment,establishment,establishment,museum"
"st patricks old cathedral,tompkins square park","church,park"
"new york stock exchange,washington sq park","finance,park"
chrysler building,establishment
new york university,university
"st patricks cathedral,south st seaport,empire state building,statue of liberty,federal hall,st pauls chapel","church,route,museum,establishment,museum,church"
new york public library,library
bryant park,park
wollman skating rink,establishment
new york aquarium,aquarium
empire state building,museum
"central park,brooklyn bridge","park,establishment"
"grand central terminal,chrysler building,empire state building","transit_station,establishment,museum"
new york aquarium,aquarium
"ellis island,central park,grand central terminal,st patricks cathedral,metropolitan museum of art,statue of liberty,empire state building,brooklyn bridge,the dakota","establishment,park,transit_station,church,art_gallery,establishment,museum,establishment,establishment"
"metropolitan museum of art,st patricks old cathedral,washington sq park","art_gallery,church,park"
"columbus park,st patricks cathedral,mulberry st,ground zero,rockefeller center,staten island ferry,statue of liberty,empire state building,radio city music hall,flatiron building,st pauls chapel,herald square","park,church,route,establishment,establishment,route,establishment,museum,establishment,establishment,church,town_square"
"american museum of natural history,new york aquarium,central park,bryant park,new york public library","museum,aquarium,park,park,library"
new york aquarium,aquarium
new york fire museum,museum
"new york marble cemetery,ground zero","cemetery,establishment"
"new york university,ground zero,statue of liberty,radio city music hall,cathedral of st john the divine","university,establishment,establishment,establishment,church"
"new york aquarium,new york university,new york fire museum,united nations,new york public library","aquarium,university,museum,establishment,library"
bryant park,park
"united nations,chrysler building,new york university","establishment,establishment,university"
madison sq park,park
"radio city music hall,empire state building","establishment,museum"
"metropolitan museum of art,rockefeller center,st marks in the bowery","art_gallery,establishment,church"
"empire state building,radio city music hall,lincoln center,brooklyn bridge","museum,establishment,establishment,establishment"
new york aquarium,aquarium
"ellis island,st patricks cathedral,mulberry st,ground zero,metropolitan museum of art,statue of liberty,empire state building","establishment,church,route,establishment,art_gallery,establishment,museum"
"metropolitan museum of art,american museum of natural history,chelsea art museum","art_gallery,museum,art_gallery"
new york aquarium,aquarium
new york aquarium,aquarium
"staten island ferry,grand central terminal,statue of liberty,empire state building","route,transit_station,establishment,museum"
new york aquarium,aquarium
"new york aquarium,ellis island,central park,new york university,grand central terminal,st patricks cathedral,east river park,metropolitan museum of art,rockefeller center,statue of liberty,brooklyn bridge,empire state building,coney island boardwalk","aquarium,establishment,park,university,transit_station,church,park,art_gallery,establishment,establishment,establishment,museum,route"
grand central terminal,transit_station
statue of liberty,establishment
"american museum of natural history,new york transit museum,central park,bryant park,chrysler building,staten island ferry,brooklyn bridge,empire state building,grace church,coney island boardwalk,museum of modern art,washington sq park","museum,museum,park,park,establishment,route,establishment,museum,church,route,museum,park"
"staten island ferry,washington sq park,empire state building","route,park,museum"
new york university,university
"metropolitan museum of art,south st seaport","art_gallery,route"
ground zero,establishment
"metropolitan museum of art,empire state building","art_gallery,museum"
staten island ferry,route
"rockefeller center,central park","establishment,park"
brooklyn bridge,establishment
brooklyn bridge,establishment
brooklyn bridge,establishment
"new york stock exchange,grand central terminal,rockefeller center,mulberry st","finance,transit_station,establishment,route"
"st patricks cathedral,herald square,radio city music hall","church,town_square,establishment"
new york university,university
"metropolitan museum of art,statue of liberty,new york university,empire state building","art_gallery,establishment,university,museum"
new york university,university
new york aquarium,aquarium
brooklyn bridge,establishment
new-york historical society,museum
new york university,university
new york university,university
new york aquarium,aquarium
new york university,university
"bryant park,dumbo,union sq,rockefeller center,staten island ferry,statue of liberty,empire state building","park,neighborhood,political,establishment,route,establishment,museum"
new york aquarium,aquarium
"new york fire museum,ground zero,new york stock exchange,rockefeller center,brooklyn bridge,united nations,solomon r guggenheim museum","museum,establishment,finance,establishment,establishment,establishment,museum"
new york university,university
brooklyn bridge,establishment
"new york aquarium,bryant park","aquarium,park"
"new york aquarium,new york university","aquarium,university"
new york university,university
solomon r guggenheim museum,museum
"metropolitan museum of art,new york university,new york public library","art_gallery,university,library"
"columbus park,brooklyn bridge,ground zero","park,establishment,establishment"
ellis island,establishment
"grand central terminal,st patricks cathedral,empire state building","transit_station,church,museum"
st patricks cathedral,church
rockefeller center,establishment
american museum of natural history,museum
new york university,university
chrysler building,establishment
brooklyn bridge,establishment
new york university,university
new york university,university
new york university,university
grace church,church
"grand central terminal,new york aquarium,empire state building","transit_station,aquarium,museum"
bryant park,park
"rockefeller center,statue of liberty,brooklyn bridge","establishment,establishment,establishment"
bryant park,park
studio museum,museum
staten island ferry,route
central park,park
"central park,new york university","park,university"
metropolitan museum of art,art_gallery
empire state building,museum
"lincoln center,grand central terminal,st patricks cathedral,union sq,metropolitan museum of art,washington mews,rockefeller center,grace church,washington sq park","establishment,transit_station,church,political,art_gallery,route,establishment,church,park"
empire state building,museum
new york university,university
new york aquarium,aquarium
chinatown,neighborhood
"central park,moma","park,art_gallery"
new york aquarium,aquarium
empire state building,museum
"new york university,ground zero","university,establishment"
"madison sq park,rockefeller center,grand central terminal,brooklyn bridge","park,establishment,transit_station,establishment"
ground zero,establishment
"st pauls chapel,staten island ferry","church,route"
"grace church,brooklyn bridge,new york public library","church,establishment,library"
new york university,university
radio city music hall,establishment
new york aquarium,aquarium
"new york university,bryant park,grand central terminal,battery park,rockefeller center,statue of liberty","university,park,transit_station,park,establishment,establishment"
"new york aquarium,new york university","aquarium,university"
new york university,university
new york university,university
new york aquarium,aquarium
rockefeller center,establishment
empire state building,museum
"statue of liberty,herald square,empire state building","establishment,town_square,museum"
"united nations,statue of liberty,brooklyn bridge","establishment,establishment,establishment"
moma,art_gallery
new york university,university
metropolitan museum of art,art_gallery
brooklyn bridge,establishment
"rockefeller center,new york aquarium","establishment,aquarium"
"madison sq park,new york marble cemetery,tenement museum","park,cemetery,museum"
new york aquarium,aquarium
new york university,university
new york university,university
"radio city music hall,empire state building","establishment,museum"
"rockefeller center,grand central terminal,new york aquarium","establishment,transit_station,aquarium"
"grand central terminal,museum of sex","transit_station,museum"
new york university,university
new york university,university
"chrysler building,111 front street","establishment,street_address"
new york public library,library
"new york stock exchange,brooklyn bridge","finance,establishment"
"chelsea hotel,moma,rockefeller center,brooklyn bridge,new york public library","lodging,art_gallery,establishment,establishment,library"
moma,art_gallery
new york university,university
brooklyn bridge,establishment
coney island boardwalk,route
empire state building,museum
"new york stock exchange,federal hall,statue of liberty","finance,museum,establishment"
new york university,university
new york university,university
"bryant park,central park,brooklyn bridge","park,park,establishment"
empire state building,museum
"new york university,whitney museum of american art,lincoln center,chelsea art museum,solomon r guggenheim museum","university,museum,establishment,art_gallery,museum"
"grand central terminal,museum of sex","transit_station,museum"
new york university,university
"grand central terminal,st patricks cathedral,metropolitan museum of art,rockefeller center,statue of liberty,empire state building,brooklyn bridge,washington sq park,wollman skating rink","transit_station,church,art_gallery,establishment,establishment,museum,establishment,park,establishment"
new york aquarium,aquarium
"american museum of natural history,madison sq park,grand central terminal,metropolitan museum of art,new york stock exchange,south st seaport,frick collection,federal hall,solomon r guggenheim museum","museum,park,transit_station,art_gallery,finance,route,museum,museum,museum"
new york aquarium,aquarium
new york aquarium,aquarium
"american museum of natural history,ellis island,st patricks cathedral,metropolitan museum of art,chelsea art museum,statue of liberty,empire state building","museum,establishment,church,art_gallery,art_gallery,establishment,museum"
chelsea hotel,lodging
"central park,grand central terminal,metropolitan museum of art,rockefeller center,statue of liberty,new york public library","park,transit_station,art_gallery,establishment,establishment,library"
metropolitan museum of art,art_gallery
new york university,university
brooklyn bridge,establishment
"statue of liberty,staten island ferry,central park","establishment,route,park"
empire state building,museum
chelsea art museum,art_gallery
new york university,university
central park,park
new york university,university
"battery park,coney island boardwalk","park,route"
"new york university,chinatown,washington sq park,brooklyn bridge","university,neighborhood,park,establishment"
new york university,university
brooklyn bridge,establishment
staten island ferry,route
new york university,university
american museum of natural history,museum
chrysler building,establishment
new york university,university
"grand central terminal,chrysler building,ground zero,rockefeller center,empire state building,radio city music hall,federal hall,st pauls chapel","transit_station,establishment,establishment,establishment,museum,establishment,museum,church"
central park,park
new york university,university
new york aquarium,aquarium
"chrysler building,grand central terminal,st patricks cathedral,ground zero,new york stock exchange,rockefeller center,statue of liberty","establishment,transit_station,church,establishment,finance,establishment,establishment"
herald square,town_square
"madison sq park,radio city music hall","park,establishment"
new york aquarium,aquarium
new york aquarium,aquarium
yankee stadium,stadium
new york university,university
new york university,university
new york university,university
madison sq park,park
new york public library,library
"chinatown,south st seaport","neighborhood,route"
"st marks in the bowery,city hall,eldridge st synagogue,washington mews,st pauls chapel","church,local_government_office,museum,route,church"
new york aquarium,aquarium
"metropolitan museum of art,museum of modern art","art_gallery,museum"
chinatown,neighborhood
chelsea hotel,lodging
bryant park,park
chrysler building,establishment
"bryant park,dumbo,chrysler building,grand central terminal,st patricks cathedral,tenement museum,ground zero,metropolitan museum of art,battery park,rockefeller center,staten island ferry,statue of liberty,united nations,federal hall,yankee stadium,washington sq park","park,neighborhood,establishment,transit_station,church,museum,establishment,art_gallery,park,establishment,route,establishment,establishment,museum,stadium,park"
new york university,university
radio city music hall,establishment
wollman skating rink,establishment
bowling green,park
washington sq park,park
"new york aquarium,new york university","aquarium,university"
"whitney museum of american art,american museum of natural history","museum,museum"
new york university,university
empire state building,museum
new york aquarium,aquarium
moma,art_gallery
new york university,university
brooklyn bridge,establishment
"chinatown,brooklyn bridge,trinity church","neighborhood,establishment,church"
"grand central terminal,rockefeller center,empire state building,radio city music hall,flatiron building,brooklyn bridge","transit_station,establishment,museum,establishment,establishment,establishment"
"american museum of natural history,new york aquarium,bryant park,new york university,chrysler building,grand central terminal,st patricks cathedral,rockefeller center,empire state building,radio city music hall,museum of television and radio","museum,aquarium,park,university,establishment,transit_station,church,establishment,museum,establishment,museum"
"washington mews,staten island ferry,mulberry st,empire state building","route,route,route,museum"
"american museum of natural history,city hall,staten island ferry,south st seaport,brooklyn bridge,frick collection,st pauls chapel,museum of television and radio","museum,local_government_office,route,route,establishment,museum,church,museum"
new york aquarium,aquarium
new york aquarium,aquarium
empire state building,museum
chinatown,neighborhood
"battery park,bowling green","park,park"
"new york aquarium,new york university","aquarium,university"
